0.02947717,0.1031701,0.01473859,0.04421576,0.05895434,0.02947717,0.0,0.1031701,0.11790869,0.08843151,0.01473859,0.02947717,0.01473859,0.07369293,0.04421576,0.07369293,0.01473859,0.04421576,0.0,0.01473859,0.0120715,0.00825903,-0.00650875,0.03610774,0.0274028,0.00887536
0.06502839,0.04644885,0.02786931,0.00928977,0.02786931,0.04644885,0.02786931,0.08360793,0.04644885,0.04644885,0.05573862,0.06502839,0.10218747,0.02786931,0.08360793,0.07431816,0.02786931,0.04644885,0.0,0.06502839,0.01347898,0.00287338,0.00660851,-0.00237237,0.00119485,0.00279076
0.09561475,0.02124772,0.0690551,0.07436703,0.05311931,0.04780738,0.03187158,0.02124772,0.04249545,0.05843124,0.03718351,0.06374317,0.04249545,0.03718351,0.09561475,0.04780738,0.03718351,0.06374317,0.01062386,0.01593579,0.01072593,0.01041218,-0.00618103,0.00419477,0.0015912,0.01248558
0.03928928,0.01964464,0.05402276,0.06875624,0.05402276,0.06384508,0.03437812,0.04420044,0.05402276,0.0736674,0.0245558,0.01964464,0.06875624,0.03437812,0.05893392,0.07857856,0.05402276,0.06875624,0.02946696,0.05402276,-0.00031834,0.00391477,-0.01148884,9.196e-05,0.00031744,0.01051749
0.08635984,0.12953975,0.04317992,0.08635984,0.05757322,0.04317992,0.01439331,0.02878661,0.05757322,0.07196653,0.04317992,0.05757322,0.02878661,0.04317992,0.04317992,0.01439331,0.04317992,0.05757322,0.0,0.02878661,-0.00221415,0.00022716,0.00031554,0.01459753,0.00481824,0.00351088
0.12279369,0.0,0.06139685,0.03069842,0.03069842,0.09209527,0.03069842,0.03069842,0.15349212,0.06139685,0.03069842,0.09209527,0.03069842,0.06139685,0.03069842,0.03069842,0.0,0.15349212,0.0,0.0,0.01625271,0.00299903,0.00188539,-0.05658182,-0.0366991,0.0283974
0.0887168,0.01157176,0.02314351,0.02314351,0.01542901,0.15429009,0.0077145,0.04242977,0.03857252,0.04242977,0.06943054,0.01157176,0.18129085,0.03085802,0.07714504,0.02314351,0.03471527,0.04242977,0.0,0.0077145,-0.00390767,0.00211363,0.0267912,-0.0005966,0.00507119,0.04478772
0.06075252,0.0,0.13669316,0.04556439,0.04556439,0.03037626,0.01518813,0.0,0.09112878,0.0,0.0,0.13669316,0.01518813,0.03037626,0.07594065,0.0,0.0,0.09112878,0.0,0.06075252,0.06261561,0.04257053,0.0015884,0.04114463,0.01439051,0.00234323
0.08546067,0.07121722,0.05697378,0.02848689,0.04273033,0.01424344,0.01424344,0.05697378,0.07121722,0.11394756,0.02848689,0.02848689,0.04273033,0.04273033,0.07121722,0.02848689,0.05697378,0.08546067,0.0,0.0,0.00882535,0.01469672,0.00724821,0.0173037,0.00871134,0.00314732
0.06497081,0.0162427,0.0162427,0.10557757,0.03248541,0.11369892,0.00812135,0.02436406,0.04872811,0.13806298,0.02436406,0.0,0.03248541,0.07309217,0.04872811,0.04872811,0.05684946,0.04872811,0.00812135,0.00812135,0.01746235,0.02463977,0.00970162,0.01071219,0.0123673,0.00740404
