-0.05233956,0.1000057,-0.07630301,-0.09436377,0.11174813,-0.11380696,-0.30894061,-0.09575791,-0.35147952,0.06695361,0.01880343,0.02628621
-0.13018293,-0.11247707,-0.01488802,0.05651583,-0.08065255,0.08147728,-0.01616585,-0.06178903,0.0585573,0.01538057,-0.09329212,0.03882179
-0.09344809,-0.02559655,-0.10403803,0.08783348,0.00511275,0.06523777,0.02984091,-0.10302503,0.02743819,0.068486,0.04399619,-0.09285595
-0.03940846,0.09606552,-0.0248812,0.01978683,0.03824268,0.01992138,0.05030391,-0.06394034,-0.02989576,0.0242759,-0.05182138,-0.02074225
-0.10402165,0.15643112,0.12830584,-0.18515578,0.0425753,-0.04532934,-0.16849999,-0.06117753,-0.05346906,0.16213976,-0.02331754,-0.00023036
-0.07454986,0.04603976,-0.11233388,0.0186719,-0.01101433,-0.03289063,0.53721224,0.14994512,0.43587654,-0.08277059,0.06622078,0.00668812
0.01918501,0.06240989,-0.00295145,-0.01421753,-0.02638205,0.04468227,-0.00108832,-0.11837532,-0.04078088,0.10253888,-0.01962163,0.02346987
-0.34732901,-0.2485821,-0.28621084,0.15171351,-0.08082647,0.0452906,-0.18244178,-0.25952777,-0.02364506,0.13031671,-0.13143566,0.19369875
-0.08560014,0.01877302,-0.12672142,-0.00858391,-0.01850866,0.03314258,-0.16093459,-0.11665747,-0.14181031,0.12059054,-0.00456579,-0.02128338
-0.19851745,-0.04727861,-0.21175421,-0.01853154,0.05758776,-0.06727942,-0.06639346,-0.10089946,-0.18142576,0.04122176,0.16816127,-0.13691344
-0.13212763,0.01070424,-0.17021504,-0.00823421,-0.03572695,-0.00554813,-0.24876267,0.13291257,-0.23364702,-0.11414293,0.1309311,-0.09795851
-0.21245474,0.05310865,-0.25225572,0.01010442,0.07186986,-0.04383241,-0.0721151,0.05251847,-0.06410276,-0.02558854,-0.04769735,0.12765916
-0.11213487,-0.0641659,-0.0928696,0.08660453,-0.09408506,0.09973142,0.13598867,0.2570385,0.01720909,-0.14016588,0.09036021,-0.00424392
-0.09877696,-0.15100239,-0.17053963,0.16855127,0.00910333,-0.05439648,0.1045228,-0.00225852,0.14218052,0.04242779,0.00612329,-0.02370316
-0.07861294,0.00813801,-0.07360729,0.03685313,0.04914191,-0.00411732,0.04239343,-0.03802218,0.07363765,0.06920938,-0.08233551,-0.0149015
0.07133532,0.1199021,0.0565107,-0.04430716,0.16254225,-0.09261952,-0.07014299,-0.02092815,-0.03532099,0.03516911,-0.03667535,0.04376144
-0.12928069,0.03721098,-0.14605874,-0.01918105,-0.14076508,0.20073205,-0.10928016,0.01483338,0.06034737,0.05407156,-0.02053775,0.07626195
-0.12506491,-0.11777461,-0.19341342,0.06922408,-0.06440516,-0.0294594,0.07895291,0.01568367,-0.01609395,-0.02199915,-0.00740057,-0.00793197
0.08624,-0.44901,-0.084396,0.336555,0.227019,-0.078438,0.29696158,0.30474316,0.26245105,-0.24633874,0.12533789,-0.12091768
-0.0920965,0.04306596,-0.05769619,-0.18705895,-0.0396689,-0.00124634,-0.22804505,0.02314678,-0.0465148,-0.09184187,-0.18935028,0.09176246
-0.08745058,-0.02899454,0.06857829,-0.03723056,-0.04135593,0.07386337,0.04891109,0.02121569,0.07546141,-0.05840809,0.03204589,0.04484838
0.15158963,0.07406742,0.21728013,-0.03308123,-0.01226479,0.04809934,-0.23397996,-0.16938606,-0.14124438,0.12182017,-0.19137045,0.16021138
-0.14513691,-0.16875389,-0.10092133,0.11340451,-0.21234113,0.02525311,0.05292977,0.05743551,0.01859326,-0.02623422,-0.01205752,-0.03059777
0.05404526,0.05982561,0.0018429,0.00764108,-0.06940326,0.05021462,0.04809038,0.02993488,0.02535686,-0.00162754,0.0320176,-0.03465399
-0.30495932,-0.24951136,-0.36720233,0.11573617,0.08967813,-0.11786326,0.03127309,0.03659846,0.06793822,-0.01738206,0.19542794,-0.1491999
0.23591263,-0.08725077,0.14333776,0.03961276,-0.14804031,0.09912041,0.10188167,-0.00431173,0.16456818,0.048726,0.09841697,-0.02288193
-0.23147134,0.15545203,-0.24367439,-0.13607712,0.06720836,-0.05559684,-0.0257704,0.06718606,-0.04362392,-0.02441405,0.20926035,-0.11714669
-0.13583798,0.17573733,0.00400443,-0.16921607,-0.00599269,0.09055239,-0.12890651,-0.08161522,-0.09952769,-0.05583036,0.07749085,-0.13338736
-0.01651445,0.03445835,0.08336599,-0.05827245,0.02991292,-0.02705552,0.12968336,0.04379343,0.01172586,0.00632266,-0.02668543,-0.00676736
