0.13189911,0.07780906,-0.09277866,0.39511257,0.28752492,0.0744129
0.13603447,0.02854255,0.03774168,-0.02637791,0.01139656,3.777e-05
0.09088665,0.0321681,-0.0860221,0.02387469,-0.05915874,0.10706977
-0.00400441,0.03154712,-0.12531843,-0.00017892,-0.00387323,0.09520659
-0.02278781,-0.00980189,-0.03027035,0.14864803,0.03964471,0.00109274
0.15458678,-0.0258022,-0.13254371,-0.54481222,-0.39414972,0.10250275
-0.04229726,-0.00017736,-0.00880324,-0.0065374,0.03161087,0.18569285
0.61307469,0.21366766,0.01810261,0.35947987,-0.11143829,0.02734724
0.0875672,0.14428201,0.03462095,0.17444529,0.08321911,-0.01330575
0.18668967,0.24280953,-0.01247942,0.11393159,0.10771142,-0.03799234
0.21316124,0.17519631,0.01476587,0.21013916,0.25798125,-0.02722718
0.24618984,0.24981724,-0.09153893,0.1099317,0.05164928,-0.06113995
0.10205977,0.07939803,-0.05632146,-0.08972442,-0.08226683,-0.07483953
0.11109248,0.15024055,0.22869228,-0.13246009,-0.08063049,0.12652673
0.00872321,0.07635023,0.07514563,-0.05043817,-0.02287804,0.13576728
-0.0769443,-0.05072788,-0.25482434,0.10333517,0.01599657,0.00662777
0.18561745,0.09492582,0.06171554,-0.09127639,0.11000304,-0.01141244
0.28993489,0.10476813,0.11596735,0.03627926,-0.04984084,0.12719881
0.0032125,-0.010003,0.00998,-0.33920789,-0.22599474,-0.31839158
0.06657424,0.14118508,0.0559689,0.12059633,0.26617707,0.28016258
-0.03904582,0.06033158,0.07618508,-0.11776792,0.00462027,0.13370044
-0.21231717,-0.1661374,-0.07135383,0.32193784,0.08738806,0.073422
0.32578048,0.01888077,0.11657209,-0.01006072,0.00404428,-0.05617271
-0.05764196,-0.02561615,-0.00059481,-0.07854831,-0.02266936,-0.03357596
0.36843947,0.27337454,0.07448778,-0.05009687,-0.01089891,-0.04141662
-0.22839898,-0.21686582,0.20415969,-0.16499881,-0.14180159,-0.07862487
0.20641422,0.29961566,-0.14513094,0.00311499,0.06239732,-0.29630888
0.06511659,0.08711475,-0.13389515,0.14322349,0.12050828,0.01889788
-0.03505215,-0.04071401,0.01195331,-0.02868194,-0.13133824,-0.1349515
0.11797009,0.0368075,0.01303698,-0.05259571,-0.04107359,0.09797246
-0.26106716,-0.15706127,-0.07479725,0.26931513,0.19481413,0.05145461
-0.11357799,0.0053048,-0.06144027,0.02834189,0.01275657,-0.14353175
0.06906897,-0.0324182,0.12634323,-0.08336969,-0.01446966,0.11969533
0.36120268,0.05086185,0.213409,-0.03044822,-0.02480383,-0.17202977
0.19791522,0.15979065,0.06407096,0.10795811,0.06788546,0.06397615
0.12392193,-0.00259012,-0.01859109,0.00336875,-0.00202761,0.08895129
0.02479824,0.02538788,0.00500088,-0.12144511,-0.08377443,-0.01450658
-0.19651772,-0.1341771,0.00776117,0.0732685,0.05482139,-0.03986369
-0.0797625,-0.00757366,-0.0340406,-0.15041163,-0.16750227,0.03533013
0.13961538,-0.53703609,0.21525444,-0.70256859,-0.44593526,-0.04119103
-0.15329027,-0.07778303,0.00513046,0.13090513,0.10677199,0.0481297
0.11991541,0.13293827,0.14067803,0.08624023,0.05719236,0.09818613
0.08207568,0.04693742,0.01701252,0.07489301,0.01017245,0.00998479
-0.01678475,-0.06437797,0.02895204,-0.05050595,0.00759033,-0.00626552
-0.03936611,-0.03886771,0.07119507,-0.00311677,-0.02231325,0.03144058
-0.07931816,-0.04623777,0.00976823,0.13868733,0.15693633,0.09273167
0.18793102,-0.00157041,-0.07374306,0.30527609,0.08707694,-0.03802526
0.10630602,0.10601193,-0.11224352,0.14857,0.05859778,-0.04006426
0.08757535,-0.02146722,-0.01682384,-0.10279011,-0.14077146,0.05810982
0.2370444,0.07756989,0.12327616,-0.00219532,0.00278289,0.02246684
0.05961818,0.13982117,-0.00073108,0.22814727,0.14990786,0.08240541
-0.01142181,0.0178069,0.14438002,0.05604815,0.04211196,0.08928499
0.00174781,-0.05003155,0.06190539,0.09830988,0.01250255,0.0489912
0.01506574,-0.03210969,0.01294156,0.03475178,-0.00894832,-0.05321852
0.00610759,-0.0343873,-0.00396663,0.02486276,0.00632727,0.09850479
-0.11014976,-0.08554585,0.09128119,0.03980026,0.07993803,0.04999332
-0.21963158,-0.17219197,0.02106925,-0.30887573,-0.27601491,0.3085231
0.06857841,0.0988657,0.13804209,-0.09755771,-0.06544144,0.13871293
0.08082204,0.26006777,-0.25631901,-0.13526193,-0.19188125,0.12616903
0.28132016,0.44169496,0.15346399,0.10022583,0.13814872,-0.06677185
-0.09037107,-0.12261394,-0.08411769,-0.24883237,-0.2856314,-0.07972516
-0.29815918,-0.06438571,0.26441859,0.09235571,-0.18603429,0.56035667
0.06843,-0.15549,-0.06685,-0.04451111,0.17187556,-0.07716
0.24485943,0.22516014,0.0178522,0.16300654,0.10880822,0.00187978
-0.04895701,-0.00470878,-0.01996933,-0.03938075,0.04118629,-0.03742555
-0.04248863,-0.02119024,-0.06627573,-0.12633992,-0.15518101,-0.01877862
-0.08140431,-0.01320952,-0.00621338,-0.36395,-0.15639,-0.20970786
-0.39920278,-0.21750636,-0.01033009,-0.06781471,0.18618348,0.0161765
0.13906093,0.09865615,-0.02765908,0.14445085,0.04868274,0.12272076
-0.17330349,-0.0125024,-0.08958057,0.06774638,0.03825529,0.01244859
0.15523291,0.3044836,0.04805135,-0.09437504,0.09511359,0.18215433
-0.03605855,-0.05668245,-0.24899316,0.09340107,0.09016069,0.33207762
-0.03832271,0.01082157,-0.10004373,0.07436462,-0.08705824,0.01995344
-0.01254967,-0.01936272,0.05407469,-0.08914381,-0.16421717,0.01025902
0.09862233,0.09994271,0.07823855,-0.11007274,-0.04904313,0.01567359
0.17923148,0.11016536,0.03996387,0.0317378,-0.02433192,0.04108999
0.08019508,0.09368608,0.13423625,0.40636516,0.16647881,-0.0936093
0.20012565,0.12008001,0.11742569,-0.04697644,-0.09121235,0.03433782
0.05880381,-0.0280581,-0.0053562,0.2041894,0.00732173,0.05473382
0.04249078,-0.02285616,-0.04196984,-0.06964977,0.08380054,0.01676541
-0.15010515,-0.04421125,-0.04013218,0.03782418,-0.02078943,-0.00965515
-0.08480331,-0.08350876,0.03542071,-0.02193428,-0.0431692,0.07151711
0.1736385,0.07637476,-0.12857139,-0.08156066,0.00842736,-0.07821132
-0.06080328,-0.07838843,-0.15927956,-0.08342512,-0.07723111,0.03685477
0.07754222,0.02951333,0.00715644,0.10728249,0.05374322,0.10651486
0.10244781,-0.00315381,0.01402588,0.02349367,0.03964139,0.01345763
-0.063436,-0.02161142,-0.18349221,0.0671906,-0.04733092,0.09075637
0.17233241,0.13517821,-0.00459899,-0.07198867,-0.10606357,0.02924854
-0.03628827,-0.04149164,-0.0376564,0.03855498,0.09491924,0.07970555
0.07897415,-0.02349637,-0.01142239,0.0738584,0.07098118,-0.07793442
-0.24328513,-0.19318167,-0.0423312,-0.12942292,-0.00500485,-0.33111071
-0.0338689,-0.07304583,-0.18430756,-0.1370859,-0.00832841,0.1099998
0.1908535,0.2278138,1.31237713,0.12781028,0.11480356,1.2746753
0.01232227,0.07338462,-0.06782354,-0.17726349,-0.21555027,0.02784236
0.02167027,0.13307253,-0.03012389,0.1264786,0.01709565,-0.2231726
-0.0739,-0.06016624,-0.05095825,0.02721508,-0.00103974,0.09901217
0.19913405,-0.01981355,-0.14438937,0.40129895,0.11861293,0.31707145
0.1524789,-0.0614284,0.1167545,0.06209534,0.01889062,0.0572722
-0.06713702,-0.08686505,0.03589343,-0.32252868,-0.18164301,-0.11414154
0.02389229,0.07542525,0.05075216,-0.145382,-0.10858726,0.00628932
-0.13326184,-0.29642744,0.16213613,-0.11047455,-0.04572951,0.20554583
0.20614691,0.15330326,0.02982247,0.17463163,0.03642176,0.08187145
0.45712665,0.33866121,0.06559609,0.12932678,0.07635353,0.08571661
0.22095825,0.16262161,0.07727897,0.16667656,0.14888085,-0.03708861
0.24787929,0.14620382,0.03447417,0.21160746,-0.0051789,0.15133109
0.13688227,0.33374628,-0.06184706,-0.16327155,0.10574162,-0.08684851
0.1325133,0.13960214,0.01601494,0.02641307,-0.00191026,0.02849569
-0.03657934,-0.07744444,0.00944465,0.05593532,-0.06006969,0.15809265
0.06412249,0.12809242,0.04313229,-0.07798706,-0.10978118,0.09965128
0.0827207,-0.22876738,-0.0280708,-0.26337782,-0.09634093,-0.09771946
0.06660377,0.07715488,-0.09297763,0.01996649,0.04606751,0.01296718
0.17276211,-0.08539062,0.29487617,-1.11647167,-0.77784833,0.22621208
-0.23984221,-0.05078067,0.10976236,0.02786658,-0.11576868,-0.07356424
0.11176395,0.00707415,-0.08389116,-0.11637,-0.10544524,0.01844357
-0.02157365,-0.07060644,-0.05524372,-0.01654579,-0.02829451,-0.03775664
0.05062467,-0.02899641,0.11115361,-0.08669475,-0.0950721,0.05049445
0.08042119,0.03237494,0.07339486,-0.13767944,-0.15896605,0.05923616
0.17667032,0.06305325,-0.01163728,0.09100834,-0.03000509,-0.06259584
0.07727424,0.03154393,0.03940543,-0.0435888,-0.13813733,0.12210279
-0.30851875,-0.34047031,0.11343906,0.52825667,0.36246792,-0.08400333
0.12235885,0.08576804,-0.11967627,-0.37425427,-0.32125456,-0.08557521
-0.00530757,-0.16927372,-0.10618663,0.03651552,0.05052005,0.0845468
-0.0048727,-0.06720769,-0.22046738,-0.070248,0.05591821,-0.0650497
-0.05212667,-0.01770311,-0.10449669,-0.15890303,-0.06904409,-0.24119268
-0.47085606,-0.28858962,-0.20748893,-0.10020809,-0.09833162,0.05016544
0.08070756,0.2702535,-0.04408261,-0.21786937,-0.12603103,-0.25453182
-0.00643262,0.00094923,-0.1132106,-0.22004406,-0.10214375,0.00522089
0.32010909,0.12490165,0.52000661,-0.60599,-0.26112909,-0.18834
0.27370412,0.12651801,-0.04563826,-0.03533029,-0.11330591,-0.11424679
0.12341705,0.02035155,-0.05852478,0.2337881,0.23033915,-0.16167689
-0.0311729,-0.02498339,-0.02531563,-0.05281676,-0.08009014,0.05520904
0.27786316,0.09059216,-0.36952276,-0.10587594,-0.22085903,0.05447936
0.15114117,0.0817593,0.0486252,-0.03926583,-0.12342356,0.08491869
-0.09169852,-0.09469283,-0.0570417,-0.10173804,-0.15785035,-0.01850819
